,title,release_date,worldwide_box_office,international_box_office,domestic_box_office
19499,The Oh in Ohio-2006-07-14,2006-07-14,"648183,00","229494,00","418689,00"
19500,The Groomsmen-2006-07-14,2006-07-14,,,"128585,00"
19501,Little Man-2006-07-14,2006-07-14,"101636047,00","43000000,00","58636047,00"
19502,Excellent Cadavers-2006-07-14,2006-07-14,,,"30296,00"
19503,Changing Times-2006-07-14,2006-07-14,"4104160,00","3558905,00","545255,00"
19504,The Color of Olives-2006-07-12,2006-07-12,,,"1169,00"
19505,Gabrielle-2006-07-14,2006-07-14,"2775311,00","2442482,00","332829,00"
19506,Brave Story-2006-07-08,2006-07-08,"9069428,00","9069428,00",
19507,Edmond-2006-07-14,2006-07-14,"241719,00","110000,00","131719,00"
19508,Islam: What the West Needs to Know-2006-07-07,2006-07-07,,,"22938,00"
19509,A Scanner Darkly-2006-07-07,2006-07-07,"7405084,00","1903468,00","5501616,00"
19510,Once in a Lifetime: the Extraordinary Story of the New York Cosmos-2006-07-07,2006-07-07,"215559,00","70958,00","144601,00"
19511,Le Secret de ma Mere-2006-07-07,2006-07-07,,,"2438595,00"
19512,Vers le sud-2006-07-07,2006-07-07,"2767187,00","1868893,00","898294,00"
19513,Man on a Mission-2012-01-13,2012-01-13,,,"8688,00"
19514,Joyful Noise-2012-01-13,2012-01-13,"31157914,00","225801,00","30932113,00"
19515,Kill Your Idols-2006-07-07,2006-07-07,,,"7753,00"
19516,Domaine-2012-01-13,2012-01-13,,,"6914,00"
19517,The Iron Lady-2012-12-30,2012-12-30,"115592104,00","85632668,00","29959436,00"
19518,Don't Go in the Woods-2012-01-13,2012-01-13,,,
19519,Contraband-2012-01-13,2012-01-13,"98406855,00","31878855,00","66528000,00"
19520,The Divide-2012-01-13,2012-01-13,"156362,00","138362,00","18000,00"
19521,Kari gurashi no Arietti-2012-02-17,2012-02-17,"151496097,00","132303587,00","19192510,00"
19522,Loosies-2012-01-11,2012-01-11,"425378,00","421859,00","3519,00"
19523,"Lula, o Filho do Brasil-2012-01-13",2012-01-13,,,
19524,Xi Yang Yang Yu Hui Tai Lang Zhi Kaixin Chuang Long Nian-2012-01-12,2012-01-12,"25310000,00","25310000,00",
19525,Kongen av BastÃƒÂ¸y-2012-01-06,2012-01-06,,,"4162,00"
19526,The Devil Inside-2012-01-06,2012-01-06,"101759490,00","48496545,00","53262945,00"
19527,Roadie-2012-01-06,2012-01-06,,,"7825,00"
19528,Northeast-2012-01-12,2012-01-12,,,
19529,Bir zamanlar Anadolu'da-2012-01-04,2012-01-04,"59180,00","59180,00",
19530,Agneepath-2012-01-06,2012-01-06,"32186870,00","30213296,00","1973574,00"
19531,Albatross-2012-01-02,2012-01-02,,,
19532,It's About You-2012-01-04,2012-01-04,,,
19533,Crazy Love-2007-06-01,2007-06-01,,,"301027,00"
19534,And Then Came Love-2007-06-01,2007-06-01,,,"8158,00"
19535,Steel City-2007-05-25,2007-05-25,,,"10227,00"
19536,Shootout at Lokhandwala-2007-05-25,2007-05-25,"8191079,00","7901847,00","289232,00"
19537,Dnevnoy dozor-2007-06-01,2007-06-01,"38870910,00","38411815,00","459095,00"
19538,Beneath the Darkness-2012-01-06,2012-01-06,,,"9600,00"
19539,Nuovomondo-2007-05-25,2007-05-25,,,"1063647,00"
19540,Amu-2007-05-25,2007-05-25,,,"22121,00"
19541,Angel-A-2007-05-25,2007-05-25,,,"202200,00"
19542,Cheeni Kum-2007-05-25,2007-05-25,"7837674,00","7158882,00","678792,00"
19543,Paprika-2007-05-25,2007-05-25,"948558,00","67256,00","881302,00"
19544,Bug-2007-05-25,2007-05-25,"8302995,00","1296287,00","7006708,00"
19545,Malon 9 Kochavim-2007-05-23,2007-05-23,,,"2900,00"
19546,Felicity: An American Girl Adventure-2007-05-23,2007-05-23,,,
19547,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal-2007-05-23,2007-05-23,,,"105930,00"
19548,DirektÃ¸ren for det hele-2007-05-23,2007-05-23,"2951300,00","2900000,00","51300,00"
19549,Pirates of the Caribbean: At WorldÃ¢â‚¬â„¢s End-2007-05-24,2007-05-24,"960996492,00","651576067,00","309420425,00"
19550,Severance-2007-05-18,2007-05-18,"5950002,00","5812781,00","137221,00"
19551,Memories of Tomorrow-2007-05-18,2007-05-18,,,"140200,00"
19552,Hollywood Dreams-2007-05-18,2007-05-18,,,"171255,00"
19553,Nue propriÃƒÂ©tÃƒÂ©-2007-05-18,2007-05-18,,,"62897,00"
19554,The Last Time-2007-05-18,2007-05-18,,,
19555,The Chumscrubber-2005-01.01,2005-01.01,,,"49526,00"
19556,The Wendell Baker Story-2007-05-18,2007-05-18,,,"127188,00"
19557,My Date With Drew-2005-01.01,2005-01.01,,,"181041,00"
19558,Bailey's Billion$-2005-01.01,2005-01.01,,,
19559,Broken Flowers-2005-01.01,2005-01.01,"40744960,00","27000000,00","13744960,00"
19560,The Dukes of Hazzard-2005-01.01,2005-01.01,"109848461,00","29578234,00","80270227,00"
19561,Junebug-2005-01.01,2005-01.01,"3553253,00","875243,00","2678010,00"
19562,Black Narcissus-2005-01.01,2005-01.01,"58135,00","58135,00",
19563,Stealth-2005-07-29,2005-07-29,"76416746,00","44300000,00","32116746,00"
19564,Tahara-2005-07-29,2005-07-29,,,"51246,00"
19565,Must Love Dogs-2005-07-29,2005-07-29,"58405313,00","14510450,00","43894863,00"
19566,Sky High-2005-07-29,2005-07-29,"83109359,00","19169905,00","63939454,00"
19567,The Last Dispatch-2005-07-29,2005-07-29,,,"20684,00"
19568,The Annihilation of Fish-2001-11-02,2001-11-02,,,"18335,00"
19569,Trembling Before G-D-2001-10-26,2001-10-26,"814801,00","51046,00","763755,00"
19570,Waikiki beuradeoseu-2001-10-26,2001-10-26,"6233,00","6233,00",
19571,Darwin's Nightmare-2005-01.01,2005-01.01,,,"203746,00"
19572,Thirteen Ghosts-2001-10-26,2001-10-26,"68467960,00","26600000,00","41867960,00"
19573,My Voyage to Italy-2001-10-26,2001-10-26,,,"8527,00"
19574,On the Line-2001-10-26,2001-10-26,"16222303,00","11856848,00","4365455,00"
19575,Kill By Inches-2001-10-26,2001-10-26,,,"1027,00"
19576,Life as a House-2001-10-26,2001-10-26,"23889158,00","8236521,00","15652637,00"
19577,Donnie Darko-2001-10-26,2001-10-26,"7510877,00","6030871,00","1480006,00"
19578,Asoka-2001-10-26,2001-10-26,,,"702777,00"
19579,History Lessons-2001-10-26,2001-10-26,,,"94551,00"
19580,Waking Life-2001-10-19,2001-10-19,,,"2892011,00"
19581,The Man Who Wasn't There-2001-10-31,2001-10-31,"21494849,00","14000000,00","7494849,00"
19582,Bones-2001-10-24,2001-10-24,"8378853,00","1062195,00","7316658,00"
19583,Better than Sex-2001-10-26,2001-10-26,,,"94940,00"
19584,Plata quemada-2001-10-19,2001-10-19,,,"241484,00"
19585,The Last Castle-2001-10-19,2001-10-19,"20541668,00","2333590,00","18208078,00"
19586,Focus-2001-10-19,2001-10-19,,,"719901,00"
19587,From Hell-2001-10-19,2001-10-19,"68712365,00","37114057,00","31598308,00"
19588,Dog Run-2001-10-19,2001-10-19,,,"3732,00"
19589,Riding in Cars with Boys-2001-10-19,2001-10-19,,,"29781453,00"
19590,One Week-2001-10-19,2001-10-19,,,"237406,00"
19591,Dancing at the Blue Iguana-2001-10-19,2001-10-19,,,"60103,00"
19592,She Hate Me-2004-07-30,2004-07-30,"1465134,00","1100000,00","365134,00"
19593,Proteus-2004-07-30,2004-07-30,,,"62673,00"
19594,Tasuma-2004-07-30,2004-07-30,,,"479,00"
19595,Gozu-2004-07-30,2004-07-30,,,"54419,00"
19596,Harold & Kumar Go to White Castle-2004-07-30,2004-07-30,"19474552,00","1249387,00","18225165,00"
19597,Thunderbirds-2004-07-30,2004-07-30,"28231444,00","21463389,00","6768055,00"
19598,Confidences trop intimes-2004-07-30,2004-07-30,"7117027,00","5010350,00","2106677,00"
19599,Under the Radar-2004-07-29,2004-07-29,"111990,00","111990,00",
19600,Los Angeles Plays Itself-2004-07-28,2004-07-28,,,
19601,The Manchurian Candidate-2004-07-30,2004-07-30,"96135872,00","30187161,00","65948711,00"
19602,Mujhse Shaadi Karogi-2004-07-30,2004-07-30,,,"833648,00"
19603,Ju-On: The Grudge-2004-07-23,2004-07-23,"3005548,00","2679887,00","325661,00"
19604,Garden State-2004-07-28,2004-07-28,"36028802,00","9246486,00","26782316,00"
19605,A Home at the End of the World-2004-07-23,2004-07-23,"1038228,00","9211,00","1029017,00"
19606,Orwell Rolls in His Grave-2004-07-23,2004-07-23,,,"19257,00"
19607,Zatoichi-2004-07-23,2004-07-23,"30874550,00","30020832,00","853718,00"
19608,Festival Express-2004-07-23,2004-07-23,"1284079,00","110000,00","1174079,00"
19609,Asambhav-2004-07-23,2004-07-23,,,"19504,00"
19610,The Bourne Supremacy-2004-07-23,2004-07-23,"311001124,00","134913674,00","176087450,00"
19611,The Adventures of Ociee Nash-2004-07-23,2004-07-23,,,
19612,Catwoman-2004-07-23,2004-07-23,"82078046,00","41875667,00","40202379,00"
19613,Matir moina-2003-04-30,2003-04-30,"47114,00","47114,00",
19614,Qayamat: City Under Threat-2003-07-11,2003-07-11,"115781,00","115781,00",
19615,Northfork-2003-07-11,2003-07-11,"1445140,00","24562,00","1420578,00"
19616,Km. 0-2003-07-11,2003-07-11,,,"159228,00"
19617,GekijÃ…ï¿½ban Poketto MonsutÃ„ï¿½ Adobansu JenerÃ„â€œshon RekkÃ…Â« no HÃ…ï¿½monsha Deokishisu-2004-07-17,2004-07-17,,,
19618,The Journey-2003-07-11,2003-07-11,,,"19800,00"
19619,La Grande Seduction-2003-07-11,2003-07-11,"9977673,00","144799,00","9832874,00"
19620,The Housekeeper-2003-07-11,2003-07-11,,,"455026,00"
19621,The Holy Land-2003-07-11,2003-07-11,,,"602990,00"
19622,The League of Extraordinary Gentlemen-2003-07-11,2003-07-11,"179265204,00","112800000,00","66465204,00"
19623,The Cuckoo-2003-07-11,2003-07-11,,,"243187,00"
19624,La comunidad-2003-07-11,2003-07-11,"79349,00","79349,00",
19625,La Confusion des Genres-2003-07-11,2003-07-11,,,"49029,00"
19626,Pirates of the Caribbean: The Curse of the Black Pearl-2003-07-09,2003-07-09,"654310819,00","348900000,00","305410819,00"
19627,11'09''01 - September 11-2003-07-11,2003-07-11,"1868798,00","1742104,00","126694,00"
19628,Swimming Pool-2003-07-04,2003-07-04,"24021282,00","13891174,00","10130108,00"
19629,Sinbad: Legend of the Seven Seas-2003-07-02,2003-07-02,"80767884,00","54284432,00","26483452,00"
19630,"Legally Blonde 2: Red, White & Blonde-2003-07-02",2003-07-02,"125339088,00","34700000,00","90639088,00"
19631,Gasoline-2003-07-04,2003-07-04,,,"7544,00"
19632,Confessions of Dr. Sachs-2000-10-20,2000-10-20,,,"53346,00"
19633,Calle 54-2000-10-20,2000-10-20,,,"183140,00"
19634,Madame SatÃƒÂ£-2003-07-09,2003-07-09,"434053,00","235872,00","198181,00"
19635,Terminator 3: Rise of the Machines-2003-07-01,2003-07-01,"433058296,00","282700000,00","150358296,00"
19636,La Bouteille-2000-10-20,2000-10-20,,,"43993,00"
19637,Bedazzled-2000-10-20,2000-10-20,"90376224,00","52496228,00","37879996,00"
19638,Animal Factory-2000-10-20,2000-10-20,"132680,00","88875,00","43805,00"
19639,One-2000-10-13,2000-10-13,,,"21496,00"
19640,Ratcatcher-2000-10-13,2000-10-13,"888817,00","671573,00","217244,00"
19641,The Ladies Man-2000-10-13,2000-10-13,"13719474,00","126602,00","13592872,00"
19642,Lost Souls-2000-10-13,2000-10-13,"31320293,00","14540657,00","16779636,00"
19643,With a Friend Like Harry-2000-10-13,2000-10-13,,,"4174495,00"
19644,The Little Vampire-2000-10-27,2000-10-27,"13560782,00","4794,00","13555988,00"
19645,Dr. T and the Women-2000-10-13,2000-10-13,"22796811,00","9731250,00","13065561,00"
19646,The Contender-2000-10-13,2000-10-13,,,"17804273,00"
19647,Just Looking-2000-10-13,2000-10-13,,,"39852,00"
19648,Followers-2000-10-13,2000-10-13,,,"4841,00"
19649,Ride-2000-10-08,2000-10-08,,,"3176650,00"
19650,Billy Elliot-2000-10-13,2000-10-13,"109252972,00","87257709,00","21995263,00"
19651,El Circulo Vicioso-2000-10-13,2000-10-13,,,"205265,00"
19652,Yi Yi-2000-10-06,2000-10-06,"1208123,00","71347,00","1136776,00"
19653,Tigerland-2000-10-06,2000-10-06,,,"139500,00"
19654,Taxi 2-2000-10-06,2000-10-06,,,"729844,00"
19655,Two Family House-2000-10-06,2000-10-06,"1020695,00","5573,00","1015122,00"
19656,Contre-Enquete-2008-01.01,2008-01.01,"6272554,00","6260708,00","11846,00"
19657,Taboo-2000-10-06,2000-10-06,,,"131827,00"
19658,Shikar-2000-10-06,2000-10-06,,,"40712,00"
19659,Bonneville-2008-01.01,2008-01.01,,,"488393,00"
19660,Chicago 10-2008-01.01,2008-01.01,,,"176545,00"
19661,Beyond Belief-2008-01.01,2008-01.01,,,"667,00"
19662,Chop Shop-2008-02-27,2008-02-27,,,"123731,00"
19663,Witless Protection-2008-02-22,2008-02-22,,,"4151836,00"
19664,Vantage Point-2008-02-22,2008-02-22,"150886329,00","78620023,00","72266306,00"
19665,The Signal-2008-02-22,2008-02-22,"406299,00","155149,00","251150,00"
19666,La RiviÃƒÂ¨re aux Castors-2008-02-22,2008-02-22,,,"360886,00"
19667,Cidade dos Homens-2008-01.01,2008-01.01,"2606553,00","2299477,00","307076,00"
19668,J'entends plus la guitare-2008-02-25,2008-02-25,,,"12876,00"
19669,Ne touchez pas la hache-2008-02-22,2008-02-22,,,"278601,00"
19670,Die FÃƒÂ¤lscher-2008-02-22,2008-02-22,"20199663,00","14711093,00","5488570,00"
19671,Be Kind Rewind-2008-02-22,2008-02-22,"30894247,00","19719083,00","11175164,00"
19672,Charlie Bartlett-2008-02-22,2008-02-22,"5295909,00","1345615,00","3950294,00"
19673,Cover-2008-02-22,2008-02-22,,,"79436,00"
19674,La Traviata at La Scala-2008-02-15,2008-02-15,,,"195494,00"
19675,Fists of Righteous Harmony-2008-02-19,2008-02-19,"122,00","122,00",
19676,Genghis Khan: To the Ends of the Earth and Sea-2008-02-21,2008-02-21,"4874498,00","4870606,00","3892,00"
19677,"Me & You, Us, Forever-2008-02-15",2008-02-15,,,"84093,00"
19678,Tout est Parfait-2008-02-15,2008-02-15,,,"336569,00"
19679,Diary of the Dead-2008-02-15,2008-02-15,"5394447,00","4441827,00","952620,00"
19680,Dolphins and Whales Tribes of the Ocean 3D-2008-02-15,2008-02-15,"17252287,00","9537291,00","7714996,00"
19681,A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation-2008-02-15,2008-02-15,,,"508695,00"
19682,Knowing-2009-03-20,2009-03-20,"186450317,00","106492683,00","79957634,00"
19683,The Great Buck Howard-2009-03-20,2009-03-20,"900689,00","150102,00","750587,00"
19684,"I Love You, Man-2009-03-20",2009-03-20,"92302502,00","20289492,00","72013010,00"
19685,GÃƒÂ¶lge-2009-03-20,2009-03-20,"5592,00","5592,00",
19686,Duplicity-2009-03-20,2009-03-20,"81079566,00","40506741,00","40572825,00"
19687,Waiting for Dublin-2009-03-13,2009-03-13,,,"5925,00"
19688,Valentino: The Last Emperor-2009-03-18,2009-03-18,"2204738,00","449604,00","1755134,00"
19689,Tokyo Sonata-2009-03-13,2009-03-13,"281473,00","3117,00","278356,00"
19690,Throw Down Your Heart-2009-03-13,2009-03-13,,,"115778,00"
19691,Sunshine Cleaning-2009-03-13,2009-03-13,"17329337,00","5266779,00","12062558,00"
19692,The Perfect Sleep-2009-03-13,2009-03-13,,,"6224,00"
19693,Miss March-2009-03-13,2009-03-13,"4713059,00","169739,00","4543320,00"
19694,Race to Witch Mountain-2009-03-13,2009-03-13,"105103784,00","37931189,00","67172595,00"
19695,Hope & Redemption: The Lena Baker Story-2009-03-13,2009-03-13,,,"18215,00"
19696,The Last House on the Left-2009-03-13,2009-03-13,"46526243,00","13774028,00","32752215,00"
19697,The Edge of Love-2009-03-13,2009-03-13,"3238922,00","3205662,00","33260,00"
19698,Carmen and Geoffrey-2009-03-13,2009-03-13,,,"14130,00"
19699,"DÃƒÂ©dÃƒÂ©, ÃƒÂ  travers les brumes-2009-03-13",2009-03-13,,,"1548858,00"
19700,Severed Ways: The Norse Discovery of America-2009-03-13,2009-03-13,,,"18728,00"
19701,Bronson-2009-10-09,2009-10-09,"2703762,00","2598783,00","104979,00"
19702,Yaavarum Nalam-2009-03-06,2009-03-06,,,"36594,00"
19703,Brothers at War-2009-03-13,2009-03-13,,,"153148,00"
19704,Waiting for Forever-2011-02-04,2011-02-04,,,"25517,00"
19705,Watchmen-2009-03-06,2009-03-06,"186976250,00","79466451,00","107509799,00"
19706,Sanctum-2011-02-04,2011-02-04,"108957098,00","85747788,00","23209310,00"
19707,The Cake Eaters-2009-03-09,2009-03-09,,,"35817,00"
19708,Tokyo!-2009-03-06,2009-03-06,"1134059,00","783000,00","351059,00"
19709,The Roommate-2011-02-04,2011-02-04,"52545707,00","15245600,00","37300107,00"
19710,Midway to Heaven-2011-02-04,2011-02-04,,,
19711,Kak ya provyol etim letom-2011-02-04,2011-02-04,,,"8733,00"
19712,The Other Woman-2011-02-04,2011-02-04,"1455527,00","1430104,00","25423,00"
19713,Cold Weather-2011-02-04,2011-02-04,,,"141358,00"
19714,Dressed-2011-02-04,2011-02-04,,,
19715,Der RÃƒÂ¤uber-2011-02-03,2011-02-03,,,"83259,00"
19716,Wo Zhi Nv Ren Xin-2011-02-03,2011-02-03,"7241927,00","7118400,00","123527,00"
19717,Seconds Apart-2011-01-28,2011-01-28,,,
19718,Omerta-2011-02-01,2011-02-01,,,
19719,Scream of the Banshee-2011-01-28,2011-01-28,"677,00","677,00",
19720,Into Eternity-2011-02-02,2011-02-02,,,"55366,00"
19721,The Rite-2011-01-28,2011-01-28,"97143987,00","64096354,00","33047633,00"
19722,Ip Man: Legend of the Grand Master-2011-01-28,2011-01-28,"49721954,00","49516279,00","205675,00"
19723,Rabia-2011-01-28,2011-01-28,,,"5594,00"
19724,Dil Toh Baccha Hai Ji-2011-01-28,2011-01-28,,,"139770,00"
19725,From Prada to Nada-2011-01-28,2011-01-28,"4133692,00","1100069,00","3033623,00"
19726,Biutiful-2011-01-21,2011-01-21,"24687524,00","19586287,00","5101237,00"
19727,The Mechanic-2011-01-28,2011-01-28,"76347393,00","47225895,00","29121498,00"
19728,The Way Back-2011-12-29,2011-12-29,"26524989,00","23805693,00","2719296,00"
19729,Une vie qui commence-2011-01-21,2011-01-21,,,"61337,00"
19730,Tetsuo III: The Bullet Man-2011-01-21,2011-01-21,,,
19731,Kaboom-2011-01-28,2011-01-28,"126851,00","7932,00","118919,00"
19732,Valentine's Day-2010-02-12,2010-02-12,"217569328,00","107083674,00","110485654,00"
19733,Videocracy-2010-02-12,2010-02-12,,,"32790,00"
19734,American Radical: The Trials of Norman Finkelstein-2010-02-12,2010-02-12,,,"15451,00"
19735,Percy Jackson & the Olympians: The Lightning Thief-2010-02-12,2010-02-12,"223050874,00","134282571,00","88768303,00"
19736,My Name is Khan-2010-02-12,2010-02-12,"42355526,00","38309190,00","4046336,00"
19737,Order of Chaos-2010-02-12,2010-02-12,,,"3054,00"
19738,Beauty and the Beast-2010-02-11,2010-02-11,"11700000,00","11700000,00",
19739,Icarus-2010-02-09,2010-02-09,,,
19740,Les sept jours du talion-2010-02-05,2010-02-05,,,"1011919,00"
19741,October Country-2010-02-12,2010-02-12,,,"26185,00"
19742,San suk si gin-2010-02-05,2010-02-05,"2013340,00","2013340,00",
19743,Red Riding: The Year of Our Lord 1980-2010-02-05,2010-02-05,,,
19744,Red Riding: The Year of Our Lord 1974-2010-02-05,2010-02-05,,,"148826,00"
19745,Red Riding: The Year of Our Lord 1983-2010-02-05,2010-02-05,,,"151644,00"
19746,The Korean-2010-02-05,2010-02-05,,,"20279,00"
19747,Eyes Wide Open-2010-02-05,2010-02-05,,,"25846,00"
19748,Frozen-2010-02-05,2010-02-05,"48533065,00","48286888,00","246177,00"
19749,Frygtelig Lykkelig-2010-02-05,2010-02-05,,,"170943,00"
19750,From Paris With Love-2010-02-05,2010-02-05,"53139168,00","29061741,00","24077427,00"
19751,Les 7 jours du talion-2010-02-05,2010-02-05,,,
19752,Dear John-2010-02-05,2010-02-05,"142033509,00","62018667,00","80014842,00"
19753,When in Rome-2010-01-29,2010-01-29,"43796937,00","11116304,00","32680633,00"
19754,Legendary-2014-01-01,2014-01-01,,,
19755,Banlieue 13: Ultimatum-2010-02-05,2010-02-05,"8786375,00","8750239,00","36136,00"
19756,The Magic Flute - Met Opera 2006-2013-12-30,2013-12-30,"147617,00","147617,00",
19757,Zombies of Mass Destruction-2010-01-29,2010-01-29,,,
19758,Ajami-2010-02-03,2010-02-03,"2721096,00","2099237,00","621859,00"
19759,Horrid Henry: The Movie-2013-01-11,2013-01-11,"6136575,00","6136575,00",
19760,Let My People Go!-2013-01-11,2013-01-11,,,"18529,00"
19761,Freeloaders-2013-01-11,2013-01-11,,,
19762,A Haunted House-2013-01-11,2013-01-11,"59922558,00","19880875,00","40041683,00"
19763,The Baytown Outlaws-2013-01-11,2013-01-11,,,
19764,Fairhaven-2013-01-11,2013-01-11,,,
19765,Gangster Squad-2013-01-11,2013-01-11,"104100903,00","58100000,00","46000903,00"
19766,Stand Up Guys-2013-12-14,2013-12-14,"6118797,00","2808766,00","3310031,00"
19767,Hannah Arendt-2013-05-29,2013-05-29,"7219785,00","6502580,00","717205,00"
19768,Yi dai zong shi-2013-01.01,2013-01.01,"57986745,00","51391786,00","6594959,00"
19769,The Met: Live in HD - Les Troyens-2013-01-05,2013-01-05,,,
19770,Texas Chainsaw 3D-2013-01-04,2013-01-04,"47666013,00","13324068,00","34341945,00"
19771,Seethamma Vakitlo Sirimalle Chettu-2013-01-10,2013-01-10,,,"1582476,00"
19772,Schlussmacher-2013-01-09,2013-01-09,"27416995,00","27416995,00",
19773,Promised Land-2013-12-28,2013-12-28,"12394562,00","4796664,00","7597898,00"
19774,Table No.21-2013-01-04,2013-01-04,"1458966,00","1458966,00",
19775,Sushi Girl-2013-01-04,2013-01-04,,,
19776,Crawlspace-2013-01-04,2013-01-04,,,
19777,All Superheroes Must Die-2013-01-04,2013-01-04,,,
19778,Comedian-2002-10-11,2002-10-11,,,"2744253,00"
19779,56 Up-2013-01-04,2013-01-04,,,"701278,00"
19780,A Dark Truth-2013-01-04,2013-01-04,,,"5750,00"
19781,Bowling for Columbine-2002-10-11,2002-10-11,"58240487,00","36664469,00","21576018,00"
19782,Brown Sugar-2002-10-11,2002-10-11,"28315272,00","952560,00","27362712,00"
19783,Below-2002-10-11,2002-10-11,,,"589424,00"
19784,Welcome to Collinwood-2002-10-04,2002-10-04,"4606284,00","4227634,00","378650,00"
19785,Ash Wednesday-2002-10-11,2002-10-11,"152399,00","149457,00","2942,00"
19786,Red Dragon-2002-10-04,2002-10-04,"206455420,00","113500000,00","92955420,00"
